Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	[Arcobacter]_porcinus	NA	/mnt/e/focusDB/db/GCA_004299785.2_ASM429978v2_genomic.fasta
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium_commune	NA	/mnt/e/focusDB/db/GCA_000734015.1_ASM73401v1_genomic.fasta
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium_commune	NA	/mnt/e/focusDB/db/GCA_000746435.1_ASM74643v1_genomic.fasta
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium_geofontis	NA	/mnt/e/focusDB/db/GCA_000215975.1_ASM21597v1_genomic.fasta
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium_hveragerdense	NA	/mnt/e/focusDB/db/GCA_000423845.1_ASM42384v1_genomic.fasta
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium_hydrogeniphilum	NA	/mnt/e/focusDB/db/GCA_000746255.1_ASM74625v1_genomic.fasta
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium_thermophilum	NA	/mnt/e/focusDB/db/GCA_000421605.1_ASM42160v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium_acidiphilum	NA	/mnt/e/focusDB/db/GCA_003057965.1_ASM305796v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium_narugense	NA	/mnt/e/focusDB/db/GCA_000212395.1_ASM21239v1_genomic.fasta
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Thermodesulforhabdus	Thermodesulforhabdus_norvegica	NA	/mnt/e/focusDB/db/GCA_900114975.1_IMG-taxon_2599185149_annotated_assembly_genomic.fasta
Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio_aggregans	NA	/mnt/e/focusDB/db/GCA_001312085.1_ASM131208v1_genomic.fasta
Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio_aggregans	NA	/mnt/e/focusDB/db/GCA_001514535.1_ASM151453v1_genomic.fasta
Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio_islandicus	NA	/mnt/e/focusDB/db/GCA_000482825.1_ASM48282v1_genomic.fasta
Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio_thiophilus	NA	/mnt/e/focusDB/db/GCA_000423865.1_ASM42386v1_genomic.fasta
Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio_yellowstonii	NA	/mnt/e/focusDB/db/GCA_000020985.1_ASM2098v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Thermoflavifilum	Thermoflavifilum_aggregans	NA	/mnt/e/focusDB/db/GCA_002797735.1_ASM279773v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Thermoflavifilum	Thermoflavifilum_thermophilum	NA	/mnt/e/focusDB/db/GCA_900116565.1_IMG-taxon_2600255258_annotated_assembly_genomic.fasta
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoflavimicrobium	Thermoflavimicrobium_dichotomicum	NA	/mnt/e/focusDB/db/GCA_900114055.1_IMG-taxon_2675903228_annotated_assembly_genomic.fasta
Bacteria	Chloroflexi	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus	Thermoflexus_hugenholtzii	NA	/mnt/e/focusDB/db/GCA_900187885.1_IMG-taxon_2140918011_annotated_assembly_genomic.fasta
Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora_aurantia	NA	/mnt/e/focusDB/db/GCA_008974285.1_ASM897428v1_genomic.fasta
Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora_carboxidivorans	NA	/mnt/e/focusDB/db/GCA_000702505.1_ASM70250v1_genomic.fasta
Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora_tikiterensis	NA	/mnt/e/focusDB/db/GCA_003268475.1_ASM326847v1_genomic.fasta
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius	Thermogladius_calderae	NA	/mnt/e/focusDB/db/GCA_000264495.1_ASM26449v1_genomic.fasta
Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Thermoguttaceae	Thermogutta	Thermogutta_terrifontis	NA	/mnt/e/focusDB/db/GCA_002277955.1_ASM227795v1_genomic.fasta
Archaea	Candidatus_Thermoplasmatota	Thermoplasmata	Thermoplasmatales	NA	Thermogymnomonas	Thermogymnomonas acidicola	NA	/mnt/e/focusDB/db/GCA_001316105.1_ASM131610v1_genomic.fasta
Archaea	Candidatus_Thermoplasmatota	Thermoplasmata	Thermoplasmatales	NA	Thermogymnomonas	Thermogymnomonas acidicola	NA	/mnt/e/focusDB/db/GCA_014646795.1_ASM1464679v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Thermohalobacteraceae	Thermohalobacter	Thermohalobacter_berrensis	NA	/mnt/e/focusDB/db/GCA_003609645.1_ASM360964v1_genomic.fasta
Bacteria	Actinobacteria	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum	Thermoleophilum_album	NA	/mnt/e/focusDB/db/GCA_900108055.1_IMG-taxon_2597490378_annotated_assembly_genomic.fasta
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Thermolongibacillus	Thermolongibacillus_altinsuensis	NA	/mnt/e/focusDB/db/GCA_004341205.1_ASM434120v1_genomic.fasta
Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_roseum	NA	/mnt/e/focusDB/db/GCA_000021685.1_ASM2168v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas_carbonis	NA	/mnt/e/focusDB/db/GCA_014396975.1_ASM1439697v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas_carbonis	NA	/mnt/e/focusDB/db/GCA_014652775.1_ASM1465277v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas_fusca	NA	/mnt/e/focusDB/db/GCA_000423885.1_ASM42388v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas_haemolytica	NA	/mnt/e/focusDB/db/GCA_004346265.1_ASM434626v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas_haemolytica	NA	/mnt/e/focusDB/db/GCA_006352395.1_ASM635239v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas_hydrothermalis	NA	/mnt/e/focusDB/db/GCA_900129205.1_IMG-taxon_2582581272_annotated_assembly_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora_amylolytica	NA	/mnt/e/focusDB/db/GCA_003589885.1_ASM358988v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora_catenispora	NA	/mnt/e/focusDB/db/GCA_006363815.1_ASM636381v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora_curvata	NA	/mnt/e/focusDB/db/GCA_000024385.1_ASM2438v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora_echinospora	NA	/mnt/e/focusDB/db/GCA_900108175.1_IMG-taxon_2634166348_annotated_assembly_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora_umbrina	NA	/mnt/e/focusDB/db/GCA_003386555.1_ASM338655v1_genomic.fasta
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Thermonemataceae	Thermonema	Thermonema_rossianum	NA	/mnt/e/focusDB/db/GCA_000426825.1_ASM42682v1_genomic.fasta
Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Thermophagus	Thermophagus_xiamenensis	NA	/mnt/e/focusDB/db/GCA_000220155.2_ASM22015v2_genomic.fasta
Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Thermophagus	Thermophagus_xiamenensis	NA	/mnt/e/focusDB/db/GCA_900112795.1_IMG-taxon_2693429893_annotated_assembly_genomic.fasta
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter_mediterraneus	NA	/mnt/e/focusDB/db/GCA_900119385.1_PRJEB17947_genomic.fasta
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter_provencensis	NA	/mnt/e/focusDB/db/GCA_900128445.1_PRJEB18031_genomic.fasta
Archaea	Candidatus_Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma acidophilum	NA	/mnt/e/focusDB/db/GCA_000195915.1_ASM19591v1_genomic.fasta
Archaea	Candidatus_Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma volcanium	NA	/mnt/e/focusDB/db/GCA_000011185.1_ASM1118v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Thermopolyspora	Thermopolyspora_flexuosa	NA	/mnt/e/focusDB/db/GCA_006716785.1_ASM671678v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Thermopolyspora	Thermopolyspora_flexuosa	NA	/mnt/e/focusDB/db/GCA_014647775.1_ASM1464777v1_genomic.fasta
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus_tenax	NA	/mnt/e/focusDB/db/GCA_000253055.1_ASM25305v1_genomic.fasta
Bacteria	Chloroflexi	Thermomicrobia	NA	NA	Thermorudis	Thermorudis_peleae	NA	/mnt/e/focusDB/db/GCA_000744775.1_ASM74477v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Thermosediminibacter	Thermosediminibacter_litoriperuensis	NA	/mnt/e/focusDB/db/GCA_008124715.1_ASM812471v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Thermosediminibacter	Thermosediminibacter_oceani	NA	/mnt/e/focusDB/db/GCA_000144645.1_ASM14464v1_genomic.fasta
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Thermosinus	Thermosinus_carboxydivorans	NA	/mnt/e/focusDB/db/GCA_000169155.1_ASM16915v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho_affectus	NA	/mnt/e/focusDB/db/GCA_001990485.1_ASM199048v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho_africanus	NA	/mnt/e/focusDB/db/GCA_003351105.1_ASM335110v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho_atlanticus	NA	/mnt/e/focusDB/db/GCA_900129985.1_IMG-taxon_2585428073_annotated_assembly_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho_globiformans	NA	/mnt/e/focusDB/db/GCA_003990895.1_ASM399089v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho_melanesiensis	NA	/mnt/e/focusDB/db/GCA_000016905.1_ASM1690v1_genomic.fasta
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera	Thermosphaera_aggregans	NA	/mnt/e/focusDB/db/GCA_000092185.1_ASM9218v1_genomic.fasta
Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix	Thermosporothrix_hazakensis	NA	/mnt/e/focusDB/db/GCA_003253565.1_ASM325356v1_genomic.fasta
Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix	Thermosporothrix_hazakensis	NA	/mnt/e/focusDB/db/GCA_005402645.1_ASM540264v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Thermostaphylospora	Thermostaphylospora_chromogena	NA	/mnt/e/focusDB/db/GCA_900099985.1_IMG-taxon_2634166206_annotated_assembly_genomic.fasta
Bacteria	Cyanobacteria	NA	Thermostichales	Thermostichaceae	Thermostichus	Thermostichus_lividus	NA	/mnt/e/focusDB/db/GCA_002754935.1_ASM275493v1_genomic.fasta
Bacteria	Aquificae	Aquificae	Aquificales	NA	Thermosulfidibacter	Thermosulfidibacter_takaii	NA	/mnt/e/focusDB/db/GCA_001547735.1_ASM154773v1_genomic.fasta
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermosulfurimonas	Thermosulfurimonas_dismutans	NA	/mnt/e/focusDB/db/GCA_001652585.1_ASM165258v1_genomic.fasta
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermosulfurimonas	Thermosulfurimonas_marina	NA	/mnt/e/focusDB/db/GCA_012317585.1_ASM1231758v1_genomic.fasta
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermosulfuriphilus	Thermosulfuriphilus_ammonigenes	NA	/mnt/e/focusDB/db/GCA_011207455.1_ASM1120745v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae	Thermosyntropha	Thermosyntropha_lipolytica	NA	/mnt/e/focusDB/db/GCA_900129805.1_IMG-taxon_2585428064_annotated_assembly_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Thermotalea	Thermotalea_metallivorans	NA	/mnt/e/focusDB/db/GCA_001562415.1_ASM156241v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_caldifontis	NA	/mnt/e/focusDB/db/GCA_000828655.1_ASM82865v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_maritima	NA	/mnt/e/focusDB/db/GCA_000008545.1_ASM854v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_maritima	NA	/mnt/e/focusDB/db/GCA_000230655.3_ASM23065v3_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_maritima	NA	/mnt/e/focusDB/db/GCA_000390265.1_ASM39026v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_maritima	NA	/mnt/e/focusDB/db/GCA_000978555.1_ASM97855v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_naphthophila	NA	/mnt/e/focusDB/db/GCA_000025105.1_ASM2510v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_neapolitana	NA	/mnt/e/focusDB/db/GCA_000018945.1_ASM1894v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_petrophila	NA	/mnt/e/focusDB/db/GCA_000016785.1_ASM1678v1_genomic.fasta
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_profunda	NA	/mnt/e/focusDB/db/GCA_000828675.1_ASM82867v1_genomic.fasta
Bacteria	Acidobacteria	Holophagae	Thermotomaculales	Thermotomaculaceae	Thermotomaculum	Thermotomaculum_hydrothermale	NA	/mnt/e/focusDB/db/GCA_016592575.1_ASM1659257v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Thermovenabulum	Thermovenabulum_gondwanense	NA	/mnt/e/focusDB/db/GCA_001601575.1_ASM160157v1_genomic.fasta
Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	Thermovibrio_ammonificans	NA	/mnt/e/focusDB/db/GCA_000185805.1_ASM18580v1_genomic.fasta
Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	Thermovibrio_guaymasensis	NA	/mnt/e/focusDB/db/GCA_003633715.1_ASM363371v1_genomic.fasta
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	Thermovirga_lienii	NA	/mnt/e/focusDB/db/GCA_000233775.1_ASM23377v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_amyloliquefaciens	NA	/mnt/e/focusDB/db/GCA_000744885.1_ASM74488v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_antranikianii	NA	/mnt/e/focusDB/db/GCA_000423905.1_ASM42390v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_aquaticus	NA	/mnt/e/focusDB/db/GCA_001280255.1_ASM128025v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_arciformis	NA	/mnt/e/focusDB/db/GCA_900102145.1_IMG-taxon_2617270932_annotated_assembly_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_caldifontis	NA	/mnt/e/focusDB/db/GCA_003336745.1_ASM333674v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_caldilimi	NA	/mnt/e/focusDB/db/GCA_004684245.1_ASM468424v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_filiformis	NA	/mnt/e/focusDB/db/GCA_000771745.2_THFILIv2_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_igniterrae	NA	/mnt/e/focusDB/db/GCA_000376265.1_ASM37626v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_islandicus	NA	/mnt/e/focusDB/db/GCA_000421625.1_ASM42162v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_kawarayensis	NA	/mnt/e/focusDB/db/GCA_001311545.1_ASM131154v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_oshimai	NA	/mnt/e/focusDB/db/GCA_000373145.1_ASM37314v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_parvatiensis	NA	/mnt/e/focusDB/db/GCA_000252835.2_ASM25283v2_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_parvatiensis	NA	/mnt/e/focusDB/db/GCA_001535545.1_ASM153554v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_scotoductus	NA	/mnt/e/focusDB/db/GCA_000381045.1_ASM38104v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_sediminis	NA	/mnt/e/focusDB/db/GCA_003426945.1_ASM342694v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_tenuipuniceus	NA	/mnt/e/focusDB/db/GCA_002964845.1_ASM296484v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_thermamylovorans	NA	/mnt/e/focusDB/db/GCA_004307015.1_ASM430701v1_genomic.fasta
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_thermophilus	NA	/mnt/e/focusDB/db/GCA_000091545.1_ASM9154v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalbus	Thioalbus_denitrificans	NA	/mnt/e/focusDB/db/GCA_003337735.1_ASM333773v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio_denitrificans	NA	/mnt/e/focusDB/db/GCA_002000365.1_ASM200036v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio_halophilus	NA	/mnt/e/focusDB/db/GCA_001995255.1_Tv_HL17_v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio_nitratireducens	NA	/mnt/e/focusDB/db/GCA_000321415.2_ASM32141v2_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio_paradoxus	NA	/mnt/e/focusDB/db/GCA_000227685.3_ASM22768v3_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio_sulfidiphilus	NA	/mnt/e/focusDB/db/GCA_000021985.1_ASM2198v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio_thiocyanodenitrificans	NA	/mnt/e/focusDB/db/GCA_000378965.1_ASM37896v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio_thiocyanoxidans	NA	/mnt/e/focusDB/db/GCA_000385215.1_ASM38521v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio_versutus	NA	/mnt/e/focusDB/db/GCA_001999325.1_ASM199932v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiobaca	Thiobaca_trueperi	NA	/mnt/e/focusDB/db/GCA_004342175.1_ASM434217v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus_denitrificans	NA	/mnt/e/focusDB/db/GCA_000376425.1_ASM37642v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus_thioparus	NA	/mnt/e/focusDB/db/GCA_000373385.1_ASM37338v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa	Thiocapsa_rosea	NA	/mnt/e/focusDB/db/GCA_003634315.1_ASM363431v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa	Thiocapsa_roseopersicina	NA	/mnt/e/focusDB/db/GCA_900106925.1_IMG-taxon_2684622843_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_arenosa	NA	/mnt/e/focusDB/db/GCA_002358085.1_ASM235808v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_atlantica	NA	/mnt/e/focusDB/db/GCA_000737065.1_ASM73706v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_dalianensis	NA	/mnt/e/focusDB/db/GCA_000715505.1_SOAPdenovo_v1.05_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_dalianensis	NA	/mnt/e/focusDB/db/GCA_900115035.1_IMG-taxon_2663762756_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_electrotropha	NA	/mnt/e/focusDB/db/GCA_002085925.2_ASM208592v2_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_indica	NA	/mnt/e/focusDB/db/GCA_000714545.1_SOAPdenovo_v1.05_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_marina	NA	/mnt/e/focusDB/db/GCA_002020135.1_ASM202013v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_nitratireducens	NA	/mnt/e/focusDB/db/GCA_001940525.2_ASM194052v2_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_pacifica	NA	/mnt/e/focusDB/db/GCA_000714535.1_SOAPdenovo_v1.05_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava_sediminum	NA	/mnt/e/focusDB/db/GCA_002020355.1_ASM202035v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	Thiocystis_violascens	NA	/mnt/e/focusDB/db/GCA_000227745.3_ASM22774v3_genomic.fasta
